both_correct,flat_correct_hierarchy_wrong,flat_wrong_hierarchy_correct,both_wrong,discordant_pairs,exact_two_sided_p_value,paired_accuracy_difference,net_paired_correctness_advantage
2368,354,347,599,701,0.82074158826914845,0.0019083969465648854,0.0019083969465648854
