comparison,metric,densenet121,comparator,difference_densenet121_minus_comparator,ci_lower,ci_upper,confidence_level,replicate_count,seed
densenet121_vs_flat_efficientnet_b0,accuracy,0.79143947655398039,0.74209378407851689,0.049345692475463498,0.035169029443838706,0.06324972737186485,0.94999999999999996,10000,42
densenet121_vs_flat_efficientnet_b0,balanced_accuracy,0.61682822662531755,0.6503125394090663,-0.033484312783748749,-0.063579203779227073,-0.0037129085451917876,0.94999999999999996,10000,42
densenet121_vs_flat_efficientnet_b0,macro_f1,0.6351074531606824,0.61922246851689733,0.015884984643785072,-0.014833373057831868,0.04632079412768482,0.94999999999999996,10000,42
densenet121_vs_flat_efficientnet_b0,weighted_f1,0.78616236402319006,0.75255672138262086,0.0336056426405692,0.019848332112230395,0.047081184821487418,0.94999999999999996,10000,42
densenet121_vs_predicted_gate_hierarchy,accuracy,0.79143947655398039,0.74018538713195203,0.051254089422028359,0.037077426390403456,0.065430752453653263,0.94999999999999996,10000,42
densenet121_vs_predicted_gate_hierarchy,balanced_accuracy,0.61682822662531755,0.63119892388779841,-0.014370697262480858,-0.044863540388953946,0.016874339996533334,0.94999999999999996,10000,42
densenet121_vs_predicted_gate_hierarchy,macro_f1,0.6351074531606824,0.60536740055610194,0.029740052604580458,0.00033527590322454686,0.058814761948656223,0.94999999999999996,10000,42
densenet121_vs_predicted_gate_hierarchy,weighted_f1,0.78616236402319006,0.75033156944359691,0.03583079457959315,0.022129299955794747,0.049474300415366844,0.94999999999999996,10000,42
