replicate_id,flat_accuracy,hierarchical_accuracy,difference_accuracy,flat_balanced_accuracy,hierarchical_balanced_accuracy,difference_balanced_accuracy,flat_macro_f1,hierarchical_macro_f1,difference_macro_f1,flat_f1_non_malignant,flat_f1_melanoma,flat_f1_bcc,flat_f1_scc,hierarchical_f1_non_malignant,hierarchical_f1_melanoma,hierarchical_f1_bcc,hierarchical_f1_scc,difference_f1_non_malignant,difference_f1_melanoma,difference_f1_bcc,difference_f1_scc
10,0.74591057797164673,0.75436205016357694,-0.0084514721919302094,0.6622578507464133,0.64848220174956994,0.013775648996843359,0.63258459397627176,0.62271781452472952,0.0098667794515422402,0.8218115446041524,0.60916121356335518,0.70856102003642984,0.39080459770114945,0.8364197530864198,0.60012554927809159,0.71629778672032196,0.3380281690140845,-0.014608208482267404,0.0090356642852635893,-0.0077367666838921156,0.052776428687064947
11,0.74154852780806979,0.73227917121046893,0.0092693565976008641,0.65401933578561844,0.63043969011888967,0.023579645666728766,0.62150287005278315,0.6025458640347523,0.018957006018030853,0.82110091743119262,0.61556886227544916,0.67724867724867721,0.37209302325581395,0.82061490820614902,0.57744733581164809,0.66666666666666652,0.34545454545454546,0.00048600922504360433,0.03812152646380107,0.010582010582010692,0.02663847780126849
12,0.7437295528898582,0.73991275899672848,0.0038167938931297218,0.63349031098559139,0.61540673260042833,0.018083578385163057,0.60540729901120804,0.59686377964253257,0.0085435193686754785,0.82588878760255247,0.60602409638554211,0.68971631205673767,0.29999999999999993,0.82623957876261522,0.57304785894206545,0.70385395537525353,0.28431372549019607,-0.00035079116006275779,0.032976237443476664,-0.014137643318515858,0.015686274509803866
13,0.74154852780806979,0.74700109051254093,-0.0054525627044711422,0.65464397584360579,0.63963232865376818,0.015011647189837607,0.6198518298228477,0.61483357702841246,0.0050182527944352406,0.82063090029933228,0.61437908496732019,0.68601583113456466,0.35838150289017345,0.83417305585980284,0.56443298969072175,0.72127872127872139,0.33944954128440369,-0.013542155560470559,0.049946095276598435,-0.035262890144156733,0.018931961605769765
14,0.75081788440567065,0.73936750272628138,0.011450381679389277,0.65032296587509197,0.62352617072551053,0.026796795149581443,0.62392367677518257,0.59737678127929472,0.026546895495887846,0.83405615156356994,0.62366863905325443,0.67211625794732066,0.36585365853658536,0.8255528255528255,0.59371221281741227,0.68868868868868871,0.28155339805825241,0.0085033260107444386,0.02995642623584216,-0.016572430741368049,0.084300260478332945
15,0.73037077426390407,0.73391494002181024,-0.0035441657579061703,0.6489890988480953,0.62327842165918468,0.025710677188910624,0.6179027688421026,0.60025557220639647,0.017647196635706131,0.81182175017317015,0.59427904261529474,0.67497773820124685,0.39053254437869822,0.82324455205811142,0.56407035175879394,0.68351870576339746,0.33018867924528306,-0.011422801884941269,0.030208690856500797,-0.0085409675621506143,0.060343865133415164
16,0.74154852780806979,0.74427480916030531,-0.0027262813522355156,0.64692822117559745,0.63465374055564916,0.012274480619948291,0.62180529135255369,0.61356160618527866,0.0082436851672750278,0.82068808384597858,0.60011954572624027,0.6960431654676259,0.37037037037037035,0.82977317771415993,0.57656540607563556,0.70974358974358964,0.33816425120772942,-0.0090850938681813487,0.023554139650604711,-0.013700424275963741,0.032206119162640934
17,0.73555070883315155,0.74100327153762269,-0.0054525627044711422,0.64061535603332009,0.6411643448109815,-0.00054898877766140775,0.60919987028011924,0.60829747750480134,0.00090239277531789508,0.81960423377818692,0.60498220640569378,0.66490765171503952,0.34730538922155685,0.82965931863727449,0.57708978328173377,0.70329670329670335,0.32314410480349343,-0.010055084859087571,0.027892423123960008,-0.038389051581663836,0.024161284418063422
18,0.72955288985823341,0.73936750272628138,-0.0098146128680479672,0.62661138518399917,0.63270614169306005,-0.0060947565090608835,0.5943915449786713,0.60269892253912216,-0.0083073775604508571,0.81402861098292567,0.59513930053349151,0.66839826839826832,0.29999999999999993,0.82580645161290323,0.57911194496560348,0.703125,0.30275229357798161,-0.011777840629977554,0.016027355567888035,-0.034726731601731675,-0.0027522935779816793
19,0.7358233369683751,0.74154852780806979,-0.0057251908396946938,0.64665920301098367,0.62302768445778767,0.023631518553196007,0.6229968473960058,0.60510262034029638,0.017894227055709422,0.82081989866421001,0.6047058823529412,0.65087719298245617,0.41558441558441556,0.82995594713656384,0.57459926017262641,0.69262295081967218,0.3232323232323232,-0.0091360484723538304,0.03010662218031479,-0.041745757837216013,0.092352092352092352
20,0.73854961832061072,0.72464558342420937,0.013904034896401352,0.66080298758398781,0.63091731289076591,0.029885674693221898,0.62657373856139931,0.60124250030119908,0.025331238260200228,0.81740732212756151,0.61163895486935871,0.67724867724867721,0.40000000000000002,0.81348414282546022,0.56218905472636815,0.66399999999999992,0.36529680365296802,0.0039231793021012873,0.049449900142990555,0.013248677248677287,0.034703196347032006
21,0.75,0.75218102508178841,-0.0021810250817884125,0.65843615945693024,0.63321415957873994,0.025221999878190293,0.62560060482326751,0.60931177880512866,0.016288826018138858,0.83249196879302434,0.62619047619047619,0.67377777777777781,0.36994219653179189,0.8392778511668868,0.60913070669168223,0.67751780264496431,0.31132075471698112,-0.0067858823738624618,0.017059769498793953,-0.0037400248671864977,0.058621441814810771
22,0.7505452562704471,0.74127589967284624,0.0092693565976008641,0.67126285175813794,0.63039130691127054,0.040871544846867391,0.63887118455742509,0.60135261540297269,0.037518569154452397,0.82675188313170511,0.62737875997544501,0.68516912402428454,0.41618497109826591,0.82674906201721476,0.58876694641704319,0.6885245901639343,0.30136986301369867,2.8211144903478313e-06,0.03861181355840182,-0.0033554661396497654,0.11481510808456724
23,0.7437295528898582,0.74972737186477645,-0.0059978189749182453,0.63096428283600059,0.64014773291860294,-0.0091834500826023513,0.60308258452862473,0.61466177722226845,-0.011579192693643714,0.82895638273578454,0.61363636363636376,0.6678507992895204,0.30188679245283018,0.83307607497243652,0.59240506329113918,0.71089108910891075,0.32227488151658767,-0.0041196922366519839,0.02123130034522458,-0.043040289819390343,-0.020388089063757497
24,0.73282442748091603,0.72519083969465647,0.0076335877862595547,0.62203561163136833,0.60180510817855914,0.02023050345280919,0.5887525101791109,0.58045893181854658,0.0082935783605643243,0.81749829118250161,0.60294117647058809,0.66490765171503952,0.2696629213483146,0.8171995589856671,0.54119138149556401,0.69291338582677175,0.27053140096618361,0.00029873219683451691,0.061749794975024086,-0.028005734111732239,-0.00086847961786901129
25,0.7284623773173392,0.72982551799345696,-0.0013631406761177578,0.63659274837224034,0.63154022261483922,0.0050525257574011162,0.6029134356266842,0.60131342418291622,0.0016000114437679791,0.81149425287356314,0.58612440191387549,0.68070175438596492,0.33333333333333331,0.82081949058693238,0.55889724310776945,0.67732267732267737,0.3482142857142857,-0.0093252377133692388,0.027227158806106044,0.00337907706328755,-0.014880952380952384
26,0.73118865866957472,0.73527808069792799,-0.0040894220283532734,0.6428086610503464,0.62023624828123192,0.02257241276911448,0.61340172806407434,0.59660161332130224,0.016800114742772099,0.81680440771349871,0.59609698403311662,0.65474060822898028,0.38596491228070179,0.82459632824596318,0.56895485466914042,0.69238578680203045,0.30046948356807512,-0.0077919205324644691,0.027142129363976197,-0.037645178573050164,0.085495428712626664
27,0.74209378407851689,0.73745910577971652,0.0046346782988003765,0.65055394940983013,0.63649996111798035,0.014053988291849784,0.61878274020518353,0.60264389955272823,0.0161388406524553,0.82088868529546499,0.60195360195360192,0.69863013698630128,0.35365853658536589,0.82436323366555919,0.58680333119795003,0.6776699029126213,0.32173913043478264,-0.0034745483700941993,0.015150270755651896,0.020960234073679973,0.031919406150583252
28,0.73827699018538717,0.74781897491821159,-0.0095419847328244156,0.62339131473289378,0.65294417957582807,-0.02955286484293429,0.58981334646033334,0.61858943503758668,-0.028776088577253334,0.81914404049700873,0.61629982153480067,0.67705627705627713,0.24675324675324672,0.83073496659242752,0.5991298943443133,0.70820969337289796,0.33628318584070799,-0.011590926095418785,0.017169927190487377,-0.03115341631662083,-0.089529939087461263
