epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,epoch_seconds
1,0.0003,0.6351571462890083,0.7455033870590984,0.4875599340604233,0.49203757797602593,0.5777602900985543,0.784896401308615,0.5805435706511658,0.5630003617041829,795.183787597
2,0.0002991810233575568,0.5236681219963959,0.7906447091800981,0.5640442103047101,0.5762760050369151,0.6157559127168021,0.7554525627044711,0.5997517769976669,0.5825436750771099,163.56382385599989
3,0.0002967330663097039,0.4806262267524186,0.8076384022424667,0.6008023897785018,0.6203981509948858,0.5857305710032306,0.7579062159214831,0.6297377490941449,0.6050754796950628,152.674294982
4,0.0002926829491861254,0.448588304334755,0.8168068208362532,0.6337348520549448,0.6553753177160629,0.6099315067933976,0.7510905125408942,0.6564375978497955,0.6350958942105037,133.711320311
5,0.00028707504591756876,0.4160979455443527,0.8327493576267228,0.6710054191914574,0.6930874047831285,0.6259004157138105,0.7579062159214831,0.6404830949503172,0.6236985137744635,137.14923975800002
6,0.00027997079786577355,0.4000864511643356,0.8419761737911703,0.6885400311960455,0.7144911809433241,0.612532736820899,0.7611777535441657,0.6081205239255771,0.5931716637136295,137.87475369499998
7,0.0002714480406590546,0.3750406494488145,0.8500934361130577,0.7092167115986251,0.7327129634233519,0.6954679465085886,0.7459105779716467,0.6376082778697655,0.6031897195590279,146.64586964300008
8,0.0002616001514088704,0.3481166846937065,0.8637000700770848,0.73825060803639,0.7598525858823263,0.7872153433484625,0.7483642311886587,0.6318954359100681,0.6196429386275969,135.736326049
9,0.0002505350256506492,0.31977019300808335,0.872634898388227,0.769177601057208,0.7877672576702146,0.5347192330344813,0.8017993456924755,0.6515066538877917,0.6493633019833334,156.8343439219999
10,0.00023837389521772463,0.30227876949382704,0.8820369072646578,0.7869505555715323,0.8039598673388187,0.7363532192704462,0.7396401308615049,0.6526944576024662,0.6387799040497688,137.28988989699997
11,0.00022524999999999992,0.2765391680980447,0.8896285914505957,0.8024351693456289,0.8189848528160442,0.6991809554552434,0.7636314067611778,0.6336910353168484,0.6232113080939888,151.9214992310001
12,0.0002113071281398321,0.24914213013242434,0.9030016351319785,0.840419961389646,0.8533382409868672,0.6488114834611782,0.7878953107960741,0.6794275693846935,0.6482297413292948,138.160151885
13,0.00019669804065905458,0.22837297202089463,0.9085494043447793,0.8525206242851593,0.8620174620181555,0.6180710765241667,0.814340239912759,0.6267461759806551,0.6278186778686193,138.23135120899997
14,0.00018158279777725494,0.20306197931014108,0.9199953281943472,0.8668205589162559,0.8774421500568113,0.7144638770539212,0.7862595419847328,0.6440079573860354,0.6351291801462307,137.82567485599998
15,0.00016612700525851415,0.18141503130490189,0.9312076617612707,0.8906366676709716,0.8991977936433379,0.7283974057845487,0.7846237731733915,0.6390631534091751,0.6244078596883329,135.37347736300012
16,0.0001505,0.1626445233432023,0.9370474188273767,0.9040131122155179,0.9109993958888556,0.8134016331565549,0.7641766630316249,0.6569700405705431,0.6371935616295065,140.32719379700006
